kind	name	category	signature	module	doc
constant	BLUEPURPLE	utils/color	ManimColor('#5A06EF')	manim.utils.color.XKCD	
constant	BLUEVIOLET	utils/color	ManimColor('#473992')	manim.utils.color.DVIPSNAMES	
constant	BLUEVIOLET	utils/color	ManimColor('#892BE2')	manim.utils.color.SVGNAMES	
constant	BLUEVIOLET	utils/color	ManimColor('#8A2BE2')	manim.utils.color.X11	
constant	BLUEVIOLET	utils/color	ManimColor('#5D06E9')	manim.utils.color.XKCD	
constant	BLUEWITHAHINTOFPURPLE	utils/color	ManimColor('#533CC6')	manim.utils.color.XKCD	
constant	BLUEYGREEN	utils/color	ManimColor('#2BB179')	manim.utils.color.XKCD	
constant	BLUEYGREY	utils/color	ManimColor('#89A0B0')	manim.utils.color.XKCD	
constant	BLUEYPURPLE	utils/color	ManimColor('#6241C7')	manim.utils.color.XKCD	
constant	BLUE_A	utils/color	ManimColor('#C7E9F1')	manim.utils.color	
constant	BLUE_A	utils/color	ManimColor('#C7E9F1')	manim.utils.color.manim_colors	
constant	BLUE_B	utils/color	ManimColor('#9CDCEB')	manim.utils.color	
constant	BLUE_B	utils/color	ManimColor('#9CDCEB')	manim.utils.color.manim_colors	
constant	BLUE_C	utils/color	ManimColor('#58C4DD')	manim.utils.color	
constant	BLUE_C	utils/color	ManimColor('#58C4DD')	manim.utils.color.manim_colors	
constant	BLUE_D	utils/color	ManimColor('#29ABCA')	manim.utils.color	
constant	BLUE_D	utils/color	ManimColor('#29ABCA')	manim.utils.color.manim_colors	
constant	BLUE_E	utils/color	ManimColor('#236B8E')	manim.utils.color	
constant	BLUE_E	utils/color	ManimColor('#236B8E')	manim.utils.color.manim_colors	
constant	BLUISH	utils/color	ManimColor('#2976BB')	manim.utils.color.XKCD	
constant	BLUISHGREEN	utils/color	ManimColor('#10A674')	manim.utils.color.XKCD	
constant	BLUISHGREY	utils/color	ManimColor('#748B97')	manim.utils.color.XKCD	
constant	BLUISHPURPLE	utils/color	ManimColor('#703BE7')	manim.utils.color.XKCD	
constant	BLURPLE	utils/color	ManimColor('#5539CC')	manim.utils.color.XKCD	
constant	BLUSH	utils/color	ManimColor('#F29E8E')	manim.utils.color.XKCD	
constant	BLUSHPINK	utils/color	ManimColor('#FE828C')	manim.utils.color.XKCD	
constant	BOLD_GREEN	utils/color	ManimColor('#44945E')	manim.utils.color.BS381	
constant	BOLD_RED	utils/color	ManimColor('#DD3524')	manim.utils.color.BS381	
constant	BOLD_YELLOW	utils/color	ManimColor('#FDE706')	manim.utils.color.BS381	
constant	BOOGER	utils/color	ManimColor('#9BB53C')	manim.utils.color.XKCD	
constant	BOOGERGREEN	utils/color	ManimColor('#96B403')	manim.utils.color.XKCD	
constant	BORDEAUX	utils/color	ManimColor('#7B002C')	manim.utils.color.XKCD	
constant	BORINGGREEN	utils/color	ManimColor('#63B365')	manim.utils.color.XKCD	
constant	BOTTLEGREEN	utils/color	ManimColor('#044A05')	manim.utils.color.XKCD	
constant	BRICK	utils/color	ManimColor('#A03623')	manim.utils.color.XKCD	
constant	BRICKORANGE	utils/color	ManimColor('#C14A09')	manim.utils.color.XKCD	
constant	BRICKRED	utils/color	ManimColor('#B6321C')	manim.utils.color.DVIPSNAMES	
constant	BRICKRED	utils/color	ManimColor('#8F1402')	manim.utils.color.XKCD	
constant	BRIGHTAQUA	utils/color	ManimColor('#0BF9EA')	manim.utils.color.XKCD	
constant	BRIGHTBLUE	utils/color	ManimColor('#0165FC')	manim.utils.color.XKCD	
constant	BRIGHTCYAN	utils/color	ManimColor('#41FDFE')	manim.utils.color.XKCD	
constant	BRIGHTGREEN	utils/color	ManimColor('#01FF07')	manim.utils.color.XKCD	
constant	BRIGHTLAVENDER	utils/color	ManimColor('#C760FF')	manim.utils.color.XKCD	
constant	BRIGHTLIGHTBLUE	utils/color	ManimColor('#26F7FD')	manim.utils.color.XKCD	
constant	BRIGHTLIGHTGREEN	utils/color	ManimColor('#2DFE54')	manim.utils.color.XKCD	
constant	BRIGHTLILAC	utils/color	ManimColor('#C95EFB')	manim.utils.color.XKCD	
constant	BRIGHTLIME	utils/color	ManimColor('#87FD05')	manim.utils.color.XKCD	
constant	BRIGHTLIMEGREEN	utils/color	ManimColor('#65FE08')	manim.utils.color.XKCD	
constant	BRIGHTMAGENTA	utils/color	ManimColor('#FF08E8')	manim.utils.color.XKCD	
constant	BRIGHTOLIVE	utils/color	ManimColor('#9CBB04')	manim.utils.color.XKCD	
constant	BRIGHTORANGE	utils/color	ManimColor('#FF5B00')	manim.utils.color.XKCD	
constant	BRIGHTPINK	utils/color	ManimColor('#FE01B1')	manim.utils.color.XKCD	
constant	BRIGHTPURPLE	utils/color	ManimColor('#BE03FD')	manim.utils.color.XKCD	
constant	BRIGHTRED	utils/color	ManimColor('#FF000D')	manim.utils.color.XKCD	
constant	BRIGHTSEAGREEN	utils/color	ManimColor('#05FFA6')	manim.utils.color.XKCD	
constant	BRIGHTSKYBLUE	utils/color	ManimColor('#02CCFE')	manim.utils.color.XKCD	
constant	BRIGHTTEAL	utils/color	ManimColor('#01F9C6')	manim.utils.color.XKCD	
constant	BRIGHTTURQUOISE	utils/color	ManimColor('#0FFEF9')	manim.utils.color.XKCD	
constant	BRIGHTVIOLET	utils/color	ManimColor('#AD0AFD')	manim.utils.color.XKCD	
constant	BRIGHTYELLOW	utils/color	ManimColor('#FFFD01')	manim.utils.color.XKCD	
constant	BRIGHTYELLOWGREEN	utils/color	ManimColor('#9DFF00')	manim.utils.color.XKCD	
constant	BRILLIANT_GREEN	utils/color	ManimColor('#507D3A')	manim.utils.color.BS381	
constant	BRITISHRACINGGREEN	utils/color	ManimColor('#05480D')	manim.utils.color.XKCD	
constant	BRONZE	utils/color	ManimColor('#A87900')	manim.utils.color.XKCD	
constant	BROWN	utils/color	ManimColor('#792500')	manim.utils.color.DVIPSNAMES	
constant	BROWN	utils/color	ManimColor('#A52A2A')	manim.utils.color.SVGNAMES	
constant	BROWN	utils/color	ManimColor('#A52A2A')	manim.utils.color.X11	
constant	BROWN	utils/color	ManimColor('#653700')	manim.utils.color.XKCD	
constant	BROWN1	utils/color	ManimColor('#FF4040')	manim.utils.color.X11	
constant	BROWN2	utils/color	ManimColor('#EE3B3B')	manim.utils.color.X11	
constant	BROWN3	utils/color	ManimColor('#CD3333')	manim.utils.color.X11	
constant	BROWN4	utils/color	ManimColor('#8B2323')	manim.utils.color.X11	
constant	BROWNGREEN	utils/color	ManimColor('#706C11')	manim.utils.color.XKCD	
constant	BROWNGREY	utils/color	ManimColor('#8D8468')	manim.utils.color.XKCD	
constant	BROWNISH	utils/color	ManimColor('#9C6D57')	manim.utils.color.XKCD	
constant	BROWNISHGREEN	utils/color	ManimColor('#6A6E09')	manim.utils.color.XKCD	
constant	BROWNISHGREY	utils/color	ManimColor('#86775F')	manim.utils.color.XKCD	
constant	BROWNISHORANGE	utils/color	ManimColor('#CB7723')	manim.utils.color.XKCD	
constant	BROWNISHPINK	utils/color	ManimColor('#C27E79')	manim.utils.color.XKCD	
constant	BROWNISHPURPLE	utils/color	ManimColor('#76424E')	manim.utils.color.XKCD	
constant	BROWNISHRED	utils/color	ManimColor('#9E3623')	manim.utils.color.XKCD	
constant	BROWNISHYELLOW	utils/color	ManimColor('#C9B003')	manim.utils.color.XKCD	
constant	BROWNORANGE	utils/color	ManimColor('#B96902')	manim.utils.color.XKCD	
constant	BROWNRED	utils/color	ManimColor('#922B05')	manim.utils.color.XKCD	
constant	BROWNYELLOW	utils/color	ManimColor('#B29705')	manim.utils.color.XKCD	
constant	BROWNYGREEN	utils/color	ManimColor('#6F6C0A')	manim.utils.color.XKCD	
constant	BROWNYORANGE	utils/color	ManimColor('#CA6B02')	manim.utils.color.XKCD	
constant	BRUISE	utils/color	ManimColor('#7E4071')	manim.utils.color.XKCD	
constant	BS381_101	utils/color	ManimColor('#94BFAC')	manim.utils.color.BS381	
constant	BS381_102	utils/color	ManimColor('#5B9291')	manim.utils.color.BS381	
constant	BS381_103	utils/color	ManimColor('#3B6879')	manim.utils.color.BS381	
constant	BS381_104	utils/color	ManimColor('#264D7E')	manim.utils.color.BS381	
constant	BS381_105	utils/color	ManimColor('#1F3057')	manim.utils.color.BS381	
constant	BS381_106	utils/color	ManimColor('#2A283D')	manim.utils.color.BS381	
constant	BS381_107	utils/color	ManimColor('#3A73A9')	manim.utils.color.BS381	
constant	BS381_108	utils/color	ManimColor('#173679')	manim.utils.color.BS381	
constant	BS381_109	utils/color	ManimColor('#1C5680')	manim.utils.color.BS381	
constant	BS381_110	utils/color	ManimColor('#2C3E75')	manim.utils.color.BS381	
constant	BS381_111	utils/color	ManimColor('#8CC5BB')	manim.utils.color.BS381	
constant	BS381_112	utils/color	ManimColor('#78ADC2')	manim.utils.color.BS381	
constant	BS381_113	utils/color	ManimColor('#3F687D')	manim.utils.color.BS381	
constant	BS381_114	utils/color	ManimColor('#1F4B61')	manim.utils.color.BS381	
constant	BS381_115	utils/color	ManimColor('#5F88C1')	manim.utils.color.BS381	
constant	BS381_166	utils/color	ManimColor('#2458AF')	manim.utils.color.BS381	
constant	BS381_169	utils/color	ManimColor('#135B75')	manim.utils.color.BS381	
constant	BS381_172	utils/color	ManimColor('#A7C6EB')	manim.utils.color.BS381	
constant	BS381_174	utils/color	ManimColor('#64A0AA')	manim.utils.color.BS381	
constant	BS381_175	utils/color	ManimColor('#4F81C5')	manim.utils.color.BS381	
constant	BS381_210	utils/color	ManimColor('#BBC9A5')	manim.utils.color.BS381	
constant	BS381_216	utils/color	ManimColor('#BCD890')	manim.utils.color.BS381	
constant	BS381_217	utils/color	ManimColor('#96BF65')	manim.utils.color.BS381	
constant	BS381_218	utils/color	ManimColor('#698B47')	manim.utils.color.BS381	
constant	BS381_219	utils/color	ManimColor('#757639')	manim.utils.color.BS381	
constant	BS381_220	utils/color	ManimColor('#4B5729')	manim.utils.color.BS381	
constant	BS381_221	utils/color	ManimColor('#507D3A')	manim.utils.color.BS381	
constant	BS381_222	utils/color	ManimColor('#6A7031')	manim.utils.color.BS381	
constant	BS381_223	utils/color	ManimColor('#49523A')	manim.utils.color.BS381	
constant	BS381_224	utils/color	ManimColor('#3E4630')	manim.utils.color.BS381	
constant	BS381_225	utils/color	ManimColor('#406A28')	manim.utils.color.BS381	
constant	BS381_226	utils/color	ManimColor('#33533B')	manim.utils.color.BS381	
constant	BS381_227	utils/color	ManimColor('#254432')	manim.utils.color.BS381	
constant	BS381_228	utils/color	ManimColor('#428B64')	manim.utils.color.BS381	
constant	BS381_241	utils/color	ManimColor('#4F5241')	manim.utils.color.BS381	
constant	BS381_262	utils/color	ManimColor('#44945E')	manim.utils.color.BS381	
constant	BS381_267	utils/color	ManimColor('#476A4C')	manim.utils.color.BS381	
constant	BS381_275	utils/color	ManimColor('#8FC693')	manim.utils.color.BS381	
constant	BS381_276	utils/color	ManimColor('#2E4C1E')	manim.utils.color.BS381	
constant	BS381_277	utils/color	ManimColor('#364A20')	manim.utils.color.BS381	
constant	BS381_278	utils/color	ManimColor('#87965A')	manim.utils.color.BS381	
constant	BS381_279	utils/color	ManimColor('#3B3629')	manim.utils.color.BS381	
constant	BS381_280	utils/color	ManimColor('#68AB77')	manim.utils.color.BS381	
constant	BS381_282	utils/color	ManimColor('#506B52')	manim.utils.color.BS381	
constant	BS381_283	utils/color	ManimColor('#7E8F6E')	manim.utils.color.BS381	
constant	BS381_284	utils/color	ManimColor('#6B6F5A')	manim.utils.color.BS381	
constant	BS381_285	utils/color	ManimColor('#5F5C4B')	manim.utils.color.BS381	
constant	BS381_298	utils/color	ManimColor('#4F5138')	manim.utils.color.BS381	
constant	BS381_309	utils/color	ManimColor('#FEEC04')	manim.utils.color.BS381	
constant	BS381_310	utils/color	ManimColor('#FEF963')	manim.utils.color.BS381	
constant	BS381_315	utils/color	ManimColor('#FEF96A')	manim.utils.color.BS381	
constant	BS381_320	utils/color	ManimColor('#9E7339')	manim.utils.color.BS381	
constant	BS381_337	utils/color	ManimColor('#4C4A3C')	manim.utils.color.BS381	
constant	BS381_350	utils/color	ManimColor('#7B6B4F')	manim.utils.color.BS381	
constant	BS381_352	utils/color	ManimColor('#FCED96')	manim.utils.color.BS381	
constant	BS381_353	utils/color	ManimColor('#FDF07A')	manim.utils.color.BS381	
constant	BS381_354	utils/color	ManimColor('#E9BB43')	manim.utils.color.BS381	
constant	BS381_355	utils/color	ManimColor('#FDD906')	manim.utils.color.BS381	
constant	BS381_356	utils/color	ManimColor('#FCC808')	manim.utils.color.BS381	
constant	BS381_358	utils/color	ManimColor('#F6C870')	manim.utils.color.BS381	
constant	BS381_359	utils/color	ManimColor('#DBAC50')	manim.utils.color.BS381	
constant	BS381_361	utils/color	ManimColor('#D4B97D')	manim.utils.color.BS381	
constant	BS381_362	utils/color	ManimColor('#AC7C42')	manim.utils.color.BS381	
constant	BS381_363	utils/color	ManimColor('#FDE706')	manim.utils.color.BS381	
constant	BS381_364	utils/color	ManimColor('#CEC093')	manim.utils.color.BS381	
constant	BS381_365	utils/color	ManimColor('#F4F0BD')	manim.utils.color.BS381	
constant	BS381_366	utils/color	ManimColor('#F5E7A1')	manim.utils.color.BS381	
constant	BS381_367	utils/color	ManimColor('#FEF6BF')	manim.utils.color.BS381	
constant	BS381_368	utils/color	ManimColor('#DD7B00')	manim.utils.color.BS381	
constant	BS381_369	utils/color	ManimColor('#FEEBA8')	manim.utils.color.BS381	
constant	BS381_380	utils/color	ManimColor('#BBA38A')	manim.utils.color.BS381	
constant	BS381_384	utils/color	ManimColor('#EEDFA5')	manim.utils.color.BS381	
constant	BS381_385	utils/color	ManimColor('#E8C88F')	manim.utils.color.BS381	
constant	BS381_386	utils/color	ManimColor('#E6C18D')	manim.utils.color.BS381	
constant	BS381_387	utils/color	ManimColor('#CFB48A')	manim.utils.color.BS381	
constant	BS381_388	utils/color	ManimColor('#E4CF93')	manim.utils.color.BS381	
constant	BS381_389	utils/color	ManimColor('#B2A788')	manim.utils.color.BS381	
constant	BS381_397	utils/color	ManimColor('#F3D163')	manim.utils.color.BS381	
constant	BS381_411	utils/color	ManimColor('#74542F')	manim.utils.color.BS381	
constant	BS381_412	utils/color	ManimColor('#5C422E')	manim.utils.color.BS381	
constant	BS381_413	utils/color	ManimColor('#402D21')	manim.utils.color.BS381	
constant	BS381_414	utils/color	ManimColor('#A86C29')	manim.utils.color.BS381	
constant	BS381_415	utils/color	ManimColor('#61361E')	manim.utils.color.BS381	
constant	BS381_420	utils/color	ManimColor('#A89177')	manim.utils.color.BS381	
constant	BS381_435	utils/color	ManimColor('#845B4D')	manim.utils.color.BS381	
constant	BS381_436	utils/color	ManimColor('#564B47')	manim.utils.color.BS381	
constant	BS381_439	utils/color	ManimColor('#753B1E')	manim.utils.color.BS381	
constant	BS381_443	utils/color	ManimColor('#C98A71')	manim.utils.color.BS381	
constant	BS381_444	utils/color	ManimColor('#A65341')	manim.utils.color.BS381	
constant	BS381_445	utils/color	ManimColor('#83422B')	manim.utils.color.BS381	
constant	BS381_446	utils/color	ManimColor('#774430')	manim.utils.color.BS381	
constant	BS381_447	utils/color	ManimColor('#F3B28B')	manim.utils.color.BS381	
constant	BS381_448	utils/color	ManimColor('#67403A')	manim.utils.color.BS381	
constant	BS381_449	utils/color	ManimColor('#693B3F')	manim.utils.color.BS381	
constant	BS381_452	utils/color	ManimColor('#613339')	manim.utils.color.BS381	
constant	BS381_453	utils/color	ManimColor('#FBDED6')	manim.utils.color.BS381	
constant	BS381_454	utils/color	ManimColor('#E8A1A2')	manim.utils.color.BS381	
constant	BS381_460	utils/color	ManimColor('#BD8F56')	manim.utils.color.BS381	
constant	BS381_473	utils/color	ManimColor('#793932')	manim.utils.color.BS381	
constant	BS381_489	utils/color	ManimColor('#8D5B41')	manim.utils.color.BS381	
constant	BS381_490	utils/color	ManimColor('#573320')	manim.utils.color.BS381	
constant	BS381_499	utils/color	ManimColor('#59493E')	manim.utils.color.BS381	
constant	BS381_536	utils/color	ManimColor('#BB3016')	manim.utils.color.BS381	
constant	BS381_537	utils/color	ManimColor('#DD3420')	manim.utils.color.BS381	
constant	BS381_538	utils/color	ManimColor('#C41C22')	manim.utils.color.BS381	
constant	BS381_539	utils/color	ManimColor('#D21E2B')	manim.utils.color.BS381	
constant	BS381_540	utils/color	ManimColor('#8B1A32')	manim.utils.color.BS381	
constant	BS381_541	utils/color	ManimColor('#471B21')	manim.utils.color.BS381	
constant	BS381_542	utils/color	ManimColor('#982D57')	manim.utils.color.BS381	
constant	BS381_557	utils/color	ManimColor('#EF841E')	manim.utils.color.BS381	
constant	BS381_564	utils/color	ManimColor('#DD3524')	manim.utils.color.BS381	
constant	BS381_568	utils/color	ManimColor('#FB9C06')	manim.utils.color.BS381	
constant	BS381_570	utils/color	ManimColor('#A83C19')	manim.utils.color.BS381	
constant	BS381_591	utils/color	ManimColor('#D04E09')	manim.utils.color.BS381	
constant	BS381_592	utils/color	ManimColor('#E45523')	manim.utils.color.BS381	
constant	BS381_593	utils/color	ManimColor('#F24816')	manim.utils.color.BS381	
constant	BS381_626	utils/color	ManimColor('#A0A9AA')	manim.utils.color.BS381	
constant	BS381_627	utils/color	ManimColor('#BEC0B8')	manim.utils.color.BS381	
constant	BS381_628	utils/color	ManimColor('#9D9D7E')	manim.utils.color.BS381	
constant	BS381_629	utils/color	ManimColor('#7A838B')	manim.utils.color.BS381	
constant	BS381_630	utils/color	ManimColor('#A5AD98')	manim.utils.color.BS381	
constant	BS381_631	utils/color	ManimColor('#9AAA9F')	manim.utils.color.BS381	
constant	BS381_632	utils/color	ManimColor('#6B7477')	manim.utils.color.BS381	
constant	BS381_633	utils/color	ManimColor('#424C53')	manim.utils.color.BS381	
constant	BS381_634	utils/color	ManimColor('#6F7264')	manim.utils.color.BS381	
constant	BS381_635	utils/color	ManimColor('#525B55')	manim.utils.color.BS381	
constant	BS381_636	utils/color	ManimColor('#5F7682')	manim.utils.color.BS381	
constant	BS381_637	utils/color	ManimColor('#8E9B9C')	manim.utils.color.BS381	
constant	BS381_638	utils/color	ManimColor('#6C7377')	manim.utils.color.BS381	
constant	BS381_639	utils/color	ManimColor('#667563')	manim.utils.color.BS381	
constant	BS381_640	utils/color	ManimColor('#566164')	manim.utils.color.BS381	
constant	BS381_642	utils/color	ManimColor('#282B2F')	manim.utils.color.BS381	
constant	BS381_671	utils/color	ManimColor('#4E5355')	manim.utils.color.BS381	
constant	BS381_676	utils/color	ManimColor('#A9B7B9')	manim.utils.color.BS381	
constant	BS381_677	utils/color	ManimColor('#676F76')	manim.utils.color.BS381	
constant	BS381_692	utils/color	ManimColor('#7B93A3')	manim.utils.color.BS381	
constant	BS381_693	utils/color	ManimColor('#88918D')	manim.utils.color.BS381	
constant	BS381_694	utils/color	ManimColor('#909A92')	manim.utils.color.BS381	
constant	BS381_697	utils/color	ManimColor('#B6D3CC')	manim.utils.color.BS381	
constant	BS381_796	utils/color	ManimColor('#6E4A75')	manim.utils.color.BS381	
constant	BS381_797	utils/color	ManimColor('#C9A8CE')	manim.utils.color.BS381	
constant	BUBBLEGUM	utils/color	ManimColor('#FF6CB5')	manim.utils.color.XKCD	
constant	BUBBLEGUMPINK	utils/color	ManimColor('#FF69AF')	manim.utils.color.XKCD	
constant	BUFF	utils/color	ManimColor('#FEF69E')	manim.utils.color.XKCD	
constant	BURGUNDY	utils/color	ManimColor('#610023')	manim.utils.color.XKCD	
constant	BURLYWOOD	utils/color	ManimColor('#DDB787')	manim.utils.color.SVGNAMES	
constant	BURLYWOOD	utils/color	ManimColor('#DEB887')	manim.utils.color.X11	
constant	BURLYWOOD1	utils/color	ManimColor('#FFD39B')	manim.utils.color.X11	
constant	BURLYWOOD2	utils/color	ManimColor('#EEC591')	manim.utils.color.X11	
constant	BURLYWOOD3	utils/color	ManimColor('#CDAA7D')	manim.utils.color.X11	
constant	BURLYWOOD4	utils/color	ManimColor('#8B7355')	manim.utils.color.X11	
constant	BURNTORANGE	utils/color	ManimColor('#F7921D')	manim.utils.color.DVIPSNAMES	
constant	BURNTORANGE	utils/color	ManimColor('#C04E01')	manim.utils.color.XKCD	
constant	BURNTRED	utils/color	ManimColor('#9F2305')	manim.utils.color.XKCD	
constant	BURNTSIENA	utils/color	ManimColor('#B75203')	manim.utils.color.XKCD	
constant	BURNTSIENNA	utils/color	ManimColor('#B04E0F')	manim.utils.color.XKCD	
